Month,City,State,Sales,Marketing_Spend,Customer_Count,Product_Category,Email
2024-05-01,Lucknow,Uttar Pradesh,35341,4994,332,Books,romil.khare@yahoo.com
2022-09-01,Lucknow,Uttar Pradesh,34100,2715,374,Electronics,parinaaz.wali@yahoo.com
2022-12-01,Bhopal,Madhya Pradesh,49076,3237,486,Home Decor,indrajit.vig@gmail.com
2024-01-01,Mumbai,Maharashtra,53411,6282,239,Grocery,indranil.mann@gmail.com
2021-01-01,Ahmedabad,Gujarat,56049,7138,186,Clothing,eshani.ghose@renusharmafoundation.org
2023-05-01,Bengaluru,Karnataka,66996,4459,288,Grocery,hunar.kapur@renusharmafoundation.org
2023-09-01,Mumbai,Maharashtra,49979,6463,124,Grocery,heer.kari@yahoo.com
2022-08-01,Jaipur,Rajasthan,50677,4794,158,Books,rasha.wable@gmail.com
2022-02-01,Jaipur,Rajasthan,25792,1326,436,Electronics,yasmin.ramachandran@renusharmafoundation.org
2024-01-01,Bengaluru,Karnataka,76038,11340,75,Electronics,trisha.lata@yahoo.com
2021-01-01,Delhi,Delhi,42387,4701,129,Books,inaaya .dugar@gmail.com
2023-01-01,Mumbai,Maharashtra,71500,9571,143,Clothing,aarav.guha@gmail.com
2024-05-01,Jaipur,Rajasthan,44132,6289,182,Home Decor,riaan.sampath@renusharmafoundation.org
2021-04-01,Bhopal,Madhya Pradesh,39984,3831,340,Clothing,arhaan.datta@yahoo.com
2023-04-01,Ahmedabad,Gujarat,60200,7461,473,Clothing,tarini.chauhan@gmail.com
2021-01-01,Mumbai,Maharashtra,32786,1862,393,Home Decor,akarsh.chand@yahoo.com
2021-02-01,Ahmedabad,Gujarat,50316,4374,226,Home Decor,jayan.balay@gmail.com
2023-05-01,Jaipur,Rajasthan,57222,3581,54,Books,aayush.biswas@renusharmafoundation.org
2023-09-01,Kolkata,West Bengal,42940,3495,371,Books,vidur.kala@renusharmafoundation.org
2021-10-01,Jaipur,Rajasthan,46957,4418,197,Clothing,umang.mander@renusharmafoundation.org
2023-01-01,Ahmedabad,Gujarat,43952,2471,378,Clothing,rasha.choudhary@gmail.com
2021-11-01,Chennai,Tamil Nadu,60477,5388,452,Grocery,manjari.kaul@renusharmafoundation.org
2022-11-01,Bhopal,Madhya Pradesh,54758,3627,435,Books,ivana.dugar@yahoo.com
2022-04-01,Hyderabad,Telangana,45466,4847,96,Clothing,ivana.choudhry@renusharmafoundation.org
2022-12-01,Delhi,Delhi,47024,3404,347,Electronics,myra.bhargava@gmail.com
2024-02-01,Kolkata,West Bengal,42352,2564,150,Home Decor,lakshay.singh@renusharmafoundation.org
2024-04-01,Bhopal,Madhya Pradesh,66420,7828,238,Books,ishita.krishnan@gmail.com
2024-06-01,Kolkata,West Bengal,55467,2919,334,Books,jivika.savant@gmail.com
2023-04-01,Bhopal,Madhya Pradesh,85711,11117,204,Books,sara.mandal@gmail.com
2024-08-01,Kolkata,West Bengal,48878,7282,94,Home Decor,shaan.sarma@renusharmafoundation.org
2023-11-01,Hyderabad,Telangana,44542,2990,280,Books,shalv.handa@gmail.com
2024-06-01,Bengaluru,Karnataka,15671,1410,497,Home Decor,nishith.kapadia@yahoo.com
2022-12-01,Mumbai,Maharashtra,42785,3617,371,Grocery,pihu.kakar@yahoo.com
2022-09-01,Delhi,Delhi,56681,6477,240,Books,vidur.sethi@renusharmafoundation.org
2024-05-01,Kolkata,West Bengal,69896,10127,79,Books,rasha.samra@yahoo.com
2023-09-01,Kolkata,West Bengal,56787,4337,466,Home Decor,ayesha.choudhary@renusharmafoundation.org
2022-04-01,Delhi,Delhi,34321,2664,362,Grocery,taran.mahajan@yahoo.com
2024-05-01,Delhi,Delhi,82449,4628,173,Electronics,vivaan.ratti@gmail.com
2022-01-01,Lucknow,Uttar Pradesh,34272,4108,131,Clothing,divij.baria@gmail.com
2022-11-01,Bengaluru,Karnataka,54959,3712,165,Clothing,taimur.contractor@gmail.com
2021-04-01,Chennai,Tamil Nadu,36683,4727,131,Clothing,shamik.dara@yahoo.com
2021-03-01,Bengaluru,Karnataka,43909,3779,395,Grocery,onkar.shenoy@renusharmafoundation.org
2022-03-01,Ahmedabad,Gujarat,50597,6683,341,Books,mamooty.sachdeva@yahoo.com
2023-01-01,Bhopal,Madhya Pradesh,61504,3435,232,Clothing,divit.toor@yahoo.com
2024-06-01,Mumbai,Maharashtra,53384,5023,108,Electronics,mohanlal.master@gmail.com
2022-06-01,Mumbai,Maharashtra,52459,5891,345,Grocery,rania.krishna@renusharmafoundation.org
2021-11-01,Jaipur,Rajasthan,49635,6169,479,Home Decor,shray.bhandari@gmail.com
2023-08-01,Ahmedabad,Gujarat,76788,4692,80,Home Decor,mahika.thakur@renusharmafoundation.org
2021-07-01,Bengaluru,Karnataka,39728,5914,299,Clothing,nayantara.sarma@renusharmafoundation.org
2024-08-01,Delhi,Delhi,67091,4708,304,Books,aaina.mann@yahoo.com
2021-08-01,Hyderabad,Telangana,43473,4600,402,Clothing,parinaaz.buch@renusharmafoundation.org
2024-06-01,Mumbai,Maharashtra,72040,5771,273,Clothing,vardaniya.sami@gmail.com
2021-02-01,Bhopal,Madhya Pradesh,36516,3893,256,Books,indrajit.rana@renusharmafoundation.org
2022-01-01,Hyderabad,Telangana,48005,6283,110,Grocery,nishith.garg@renusharmafoundation.org
2022-04-01,Hyderabad,Telangana,48880,6661,272,Grocery,yuvraj .sampath@yahoo.com
2021-12-01,Bhopal,Madhya Pradesh,57816,7593,153,Grocery,rati.kothari@yahoo.com
2023-10-01,Hyderabad,Telangana,59133,5155,61,Home Decor,amira.gulati@renusharmafoundation.org
2021-07-01,Hyderabad,Telangana,50305,4755,375,Grocery,anay.goel@gmail.com
2024-04-01,Delhi,Delhi,49367,2971,476,Home Decor,alia.gandhi@yahoo.com
2021-11-01,Mumbai,Maharashtra,53787,5365,496,Home Decor,krish.dass@renusharmafoundation.org
2021-04-01,Delhi,Delhi,54781,7763,261,Books,indranil.kapoor@yahoo.com
2023-03-01,Jaipur,Rajasthan,33727,4860,65,Home Decor,abram.edwin@yahoo.com
2021-03-01,Bhopal,Madhya Pradesh,44230,2345,413,Home Decor,hiran.mammen@gmail.com
2023-02-01,Lucknow,Uttar Pradesh,51415,4291,309,Books,abram.sibal@gmail.com
2023-05-01,Bengaluru,Karnataka,20723,2496,342,Electronics,rhea.borah@renusharmafoundation.org
2021-09-01,Jaipur,Rajasthan,33434,4603,129,Clothing,saksham.agarwal@renusharmafoundation.org
2022-03-01,Delhi,Delhi,50477,5268,257,Grocery,yuvraj .yogi@renusharmafoundation.org
2021-09-01,Bengaluru,Karnataka,46487,6396,182,Books,divij.sane@yahoo.com
2023-10-01,Jaipur,Rajasthan,37396,3852,485,Electronics,aarush.banerjee@gmail.com
2021-12-01,Hyderabad,Telangana,50949,5245,82,Clothing,shamik.ganguly@renusharmafoundation.org
2024-03-01,Chennai,Tamil Nadu,53080,7452,399,Home Decor,pari.hayer@yahoo.com
2023-04-01,Jaipur,Rajasthan,35834,3365,275,Grocery,drishya.sheth@gmail.com
2022-10-01,Bengaluru,Karnataka,74872,8445,219,Home Decor,samar.taneja@renusharmafoundation.org
2023-10-01,Jaipur,Rajasthan,50842,3296,181,Home Decor,aradhya.raj@gmail.com
2022-12-01,Lucknow,Uttar Pradesh,57408,4662,431,Electronics,rati.kaur@gmail.com
2021-03-01,Delhi,Delhi,59829,6370,112,Books,onkar.bhavsar@yahoo.com
2023-03-01,Ahmedabad,Gujarat,50129,4334,104,Electronics,navya.sarma@renusharmafoundation.org
2022-01-01,Mumbai,Maharashtra,56942,7117,81,Books,renee.lala@gmail.com
2022-09-01,Ahmedabad,Gujarat,53881,6699,480,Clothing,hridaan.rajan@gmail.com
2021-03-01,Bhopal,Madhya Pradesh,63429,6364,162,Clothing,oorja.bahri@yahoo.com
2022-12-01,Delhi,Delhi,64046,8919,471,Books,armaan.mand@renusharmafoundation.org
2021-08-01,Hyderabad,Telangana,58089,7369,372,Grocery,jayant.ahuja@renusharmafoundation.org
2021-02-01,Jaipur,Rajasthan,56746,5634,464,Books,zain.wagle@renusharmafoundation.org
2021-07-01,Lucknow,Uttar Pradesh,35433,4804,456,Electronics,anay.ramakrishnan@gmail.com
2023-12-01,Hyderabad,Telangana,54904,6383,427,Electronics,pihu.sangha@yahoo.com
2022-08-01,Mumbai,Maharashtra,71814,7550,411,Electronics,yasmin.dass@renusharmafoundation.org
2022-12-01,Ahmedabad,Gujarat,44373,5481,230,Home Decor,amani.char@yahoo.com
2024-10-01,Bengaluru,Karnataka,52637,7213,285,Clothing,ehsaan.shenoy@yahoo.com
2021-03-01,Ahmedabad,Gujarat,43386,4841,187,Electronics,romil.som@renusharmafoundation.org
2021-02-01,Bhopal,Madhya Pradesh,85200,7506,463,Home Decor,mohanlal.hari@renusharmafoundation.org
2024-02-01,Jaipur,Rajasthan,43089,4720,410,Home Decor,vardaniya.brahmbhatt@gmail.com
2021-03-01,Kolkata,West Bengal,38578,2255,57,Grocery,onkar.yohannan@gmail.com
2024-04-01,Bengaluru,Karnataka,48711,5316,258,Home Decor,shamik.khalsa@renusharmafoundation.org
2022-06-01,Chennai,Tamil Nadu,60866,7725,306,Grocery,ela.garg@renusharmafoundation.org
2024-11-01,Ahmedabad,Gujarat,40048,2884,150,Books,nehmat.baria@gmail.com
2021-12-01,Mumbai,Maharashtra,33801,2919,430,Clothing,kartik.sarkar@gmail.com
2024-02-01,Lucknow,Uttar Pradesh,63978,5976,374,Home Decor,badal.bedi@yahoo.com
2023-01-01,Chennai,Tamil Nadu,59077,8129,267,Electronics,renee.khanna@gmail.com
2024-10-01,Chennai,Tamil Nadu,46431,5955,455,Clothing,miraya.badami@gmail.com
2021-12-01,Ahmedabad,Gujarat,41281,2885,351,Electronics,mehul.magar@yahoo.com
2022-07-01,Kolkata,West Bengal,44810,5044,215,Books,lakshay.guha@yahoo.com
2021-04-01,Bhopal,Madhya Pradesh,62353,7684,127,Grocery,divyansh.khanna@gmail.com
2021-09-01,Hyderabad,Telangana,64681,8123,366,Grocery,pranay.kumer@renusharmafoundation.org
2022-04-01,Bhopal,Madhya Pradesh,54696,7381,397,Home Decor,anaya.mammen@yahoo.com
2024-03-01,Bhopal,Madhya Pradesh,32897,4045,415,Grocery,armaan.dugar@gmail.com
2024-11-01,Kolkata,West Bengal,66504,3463,148,Clothing,tanya.chaudry@renusharmafoundation.org
2021-09-01,Ahmedabad,Gujarat,44462,6191,160,Books,raghav.kara@yahoo.com
2022-06-01,Bengaluru,Karnataka,44699,5457,228,Home Decor,mohanlal.barad@gmail.com
2022-03-01,Bengaluru,Karnataka,39429,3107,152,Books,siya.kala@renusharmafoundation.org
2024-02-01,Ahmedabad,Gujarat,41460,3737,306,Grocery,aarav.chaudry@renusharmafoundation.org
2024-11-01,Lucknow,Uttar Pradesh,50742,5037,57,Clothing,biju.ramaswamy@yahoo.com
2023-01-01,Ahmedabad,Gujarat,65434,9811,473,Clothing,aayush.karpe@yahoo.com
2023-10-01,Ahmedabad,Gujarat,58339,5675,132,Clothing,advik.ganguly@gmail.com
2024-08-01,Chennai,Tamil Nadu,42286,2493,91,Electronics,rohan.bhandari@renusharmafoundation.org
2023-03-01,Mumbai,Maharashtra,42176,2983,96,Electronics,zara.tailor@renusharmafoundation.org
2023-10-01,Lucknow,Uttar Pradesh,36213,2635,312,Books,hazel.suri@yahoo.com
2021-01-01,Bengaluru,Karnataka,61662,5561,397,Books,hrishita.chaudry@yahoo.com
2022-09-01,Bengaluru,Karnataka,71526,5099,456,Books,ryan.kumer@gmail.com
2022-05-01,Hyderabad,Telangana,35788,1820,251,Clothing,himmat.khosla@gmail.com
2022-01-01,Ahmedabad,Gujarat,24677,1277,371,Home Decor,yuvaan.ganguly@renusharmafoundation.org
2024-07-01,Jaipur,Rajasthan,34729,3759,219,Home Decor,tiya.rau@gmail.com
2021-03-01,Mumbai,Maharashtra,77341,8792,156,Books,diya.wason@renusharmafoundation.org
2023-12-01,Delhi,Delhi,51326,6395,405,Books,riya.sane@yahoo.com
2024-02-01,Mumbai,Maharashtra,64047,7277,453,Grocery,anay.tak@yahoo.com
2022-06-01,Bengaluru,Karnataka,60224,8639,213,Books,aarav.wagle@gmail.com
2021-12-01,Bengaluru,Karnataka,52750,3249,300,Books,ehsaan.raman@renusharmafoundation.org
2023-02-01,Chennai,Tamil Nadu,35318,4184,492,Electronics,devansh.bhatti@renusharmafoundation.org
2022-04-01,Jaipur,Rajasthan,62218,3615,100,Clothing,aaryahi.walla@gmail.com
2023-05-01,Delhi,Delhi,48257,5693,135,Electronics,gokul.warrior@renusharmafoundation.org
2022-05-01,Bengaluru,Karnataka,53421,7901,325,Grocery,rasha.dugal@renusharmafoundation.org
2022-01-01,Jaipur,Rajasthan,62961,5922,315,Clothing,elakshi.bhavsar@gmail.com
2024-03-01,Lucknow,Uttar Pradesh,54554,2991,274,Grocery,ryan.anand@gmail.com
2024-10-01,Ahmedabad,Gujarat,36008,2013,219,Clothing,sahil.ahuja@gmail.com
2023-12-01,Bengaluru,Karnataka,59525,6954,231,Books,seher.bajaj@renusharmafoundation.org
2021-07-01,Hyderabad,Telangana,26876,3926,335,Electronics,sana.shah@gmail.com
2022-03-01,Lucknow,Uttar Pradesh,41712,5270,341,Books,mahika.rajagopal@renusharmafoundation.org
2024-08-01,Hyderabad,Telangana,44190,3797,374,Home Decor,hridaan.suri@gmail.com
2024-02-01,Delhi,Delhi,30224,2070,350,Electronics,manjari.barad@renusharmafoundation.org
2022-12-01,Mumbai,Maharashtra,63433,3217,208,Electronics,madhav.ganguly@gmail.com
2024-12-01,Bengaluru,Karnataka,44788,4999,154,Electronics,charvi.sidhu@gmail.com
2023-09-01,Ahmedabad,Gujarat,87458,11926,495,Home Decor,dhanush.dayal@renusharmafoundation.org
2021-07-01,Mumbai,Maharashtra,24106,2557,296,Books,dhanush.yadav@yahoo.com
2021-02-01,Chennai,Tamil Nadu,59804,7365,109,Clothing,manjari.reddy@yahoo.com
2021-09-01,Mumbai,Maharashtra,50782,6424,450,Books,lakshit.amble@renusharmafoundation.org
2022-05-01,Hyderabad,Telangana,41040,4259,333,Grocery,shayak.sridhar@yahoo.com
2022-11-01,Jaipur,Rajasthan,73892,8524,395,Electronics,anay.issac@renusharmafoundation.org
2022-10-01,Chennai,Tamil Nadu,53572,3916,62,Home Decor,raunak.solanki@yahoo.com
2022-04-01,Bengaluru,Karnataka,46498,5851,115,Home Decor,vritika.kapoor@renusharmafoundation.org
2021-07-01,Hyderabad,Telangana,60516,6388,90,Grocery,chirag.gola@renusharmafoundation.org
2023-03-01,Ahmedabad,Gujarat,76461,4133,311,Books,veer.sibal@yahoo.com
2024-04-01,Delhi,Delhi,60373,4460,284,Home Decor,indrans.chacko@gmail.com
2024-10-01,Jaipur,Rajasthan,37929,2002,191,Grocery,shanaya.sarkar@renusharmafoundation.org
2022-06-01,Bengaluru,Karnataka,75064,11003,468,Clothing,dharmajan.sundaram@gmail.com
2021-12-01,Hyderabad,Telangana,79969,4487,343,Grocery,mishti.sarma@gmail.com
2022-01-01,Mumbai,Maharashtra,72417,4812,83,Books,anvi.setty@renusharmafoundation.org
2021-06-01,Hyderabad,Telangana,40153,4323,101,Clothing,heer.kurian@renusharmafoundation.org
2024-08-01,Kolkata,West Bengal,30402,1880,487,Books,renee.shenoy@yahoo.com
2021-06-01,Bengaluru,Karnataka,52588,3363,330,Clothing,jayant.lanka@yahoo.com
2023-06-01,Chennai,Tamil Nadu,60084,5049,317,Clothing,eva.dass@yahoo.com
2024-05-01,Bhopal,Madhya Pradesh,50320,4743,368,Grocery,prerak.loke@gmail.com
2023-10-01,Chennai,Tamil Nadu,48278,3309,119,Home Decor,mohanlal.sunder@gmail.com
2023-06-01,Bhopal,Madhya Pradesh,52324,2822,101,Books,mishti.acharya@gmail.com
2023-09-01,Ahmedabad,Gujarat,60147,3789,370,Home Decor,vedika.kala@gmail.com
2022-11-01,Jaipur,Rajasthan,78013,6615,55,Clothing,divyansh.tiwari@yahoo.com
2024-05-01,Chennai,Tamil Nadu,56241,4806,408,Books,taran.hora@gmail.com
2023-10-01,Mumbai,Maharashtra,63512,8694,70,Electronics,kanav.dara@gmail.com
2024-06-01,Ahmedabad,Gujarat,61336,8371,477,Electronics,samarth.kota@yahoo.com
2021-09-01,Jaipur,Rajasthan,39748,3524,236,Electronics,aaina.barad@yahoo.com
2021-09-01,Bhopal,Madhya Pradesh,58150,3099,261,Books,lagan.raj@yahoo.com
2021-11-01,Bengaluru,Karnataka,47370,4013,497,Home Decor,pihu.chatterjee@renusharmafoundation.org
2021-03-01,Jaipur,Rajasthan,60847,5443,467,Grocery,himmat.walla@gmail.com
2024-08-01,Ahmedabad,Gujarat,52227,5499,141,Clothing,jayesh.dasgupta@gmail.com
2022-05-01,Mumbai,Maharashtra,65720,6181,217,Books,raunak.viswanathan@renusharmafoundation.org
2023-12-01,Bengaluru,Karnataka,47994,5047,89,Home Decor,yasmin.basak@gmail.com
2023-12-01,Bhopal,Madhya Pradesh,35217,1810,303,Electronics,vedika.chandra@renusharmafoundation.org
2022-05-01,Hyderabad,Telangana,15191,1856,242,Home Decor,advika.bhargava@renusharmafoundation.org
2024-10-01,Ahmedabad,Gujarat,47730,6323,392,Electronics,madhav.krishnan@renusharmafoundation.org
2023-05-01,Mumbai,Maharashtra,56078,7284,69,Electronics,miraan.kulkarni@yahoo.com
2022-10-01,Hyderabad,Telangana,27922,1780,100,Home Decor,armaan.srinivas@renusharmafoundation.org
2023-10-01,Mumbai,Maharashtra,47140,4363,380,Grocery,miraya.bhatti@renusharmafoundation.org
2023-12-01,Hyderabad,Telangana,38261,4648,361,Books,kavya.dube@yahoo.com
2021-09-01,Bengaluru,Karnataka,69875,8560,327,Books,myra.rattan@gmail.com
2023-10-01,Ahmedabad,Gujarat,72324,7250,343,Electronics,renee.choudhary@renusharmafoundation.org
2021-06-01,Bhopal,Madhya Pradesh,35592,2067,274,Books,rohan.ray@yahoo.com
2024-04-01,Ahmedabad,Gujarat,72992,4390,183,Electronics,yakshit.savant@gmail.com
2021-04-01,Lucknow,Uttar Pradesh,53364,3026,178,Clothing,zaina.karan@yahoo.com
2021-08-01,Mumbai,Maharashtra,33844,3504,124,Grocery,ojas.garde@yahoo.com
2023-11-01,Ahmedabad,Gujarat,52990,2940,478,Books,hansh.rama@renusharmafoundation.org
2023-07-01,Bhopal,Madhya Pradesh,52423,4078,52,Books,sumer.ramakrishnan@yahoo.com
2021-04-01,Chennai,Tamil Nadu,44607,3604,488,Home Decor,hansh.vora@renusharmafoundation.org
2022-01-01,Jaipur,Rajasthan,50289,3114,437,Grocery,shalv.seth@yahoo.com
2022-07-01,Mumbai,Maharashtra,38694,2925,79,Electronics,rania.kota@yahoo.com
2021-02-01,Ahmedabad,Gujarat,48342,4441,340,Grocery,onkar.chawla@renusharmafoundation.org
2024-02-01,Lucknow,Uttar Pradesh,47301,3470,492,Electronics,aaryahi.tandon@renusharmafoundation.org
2022-11-01,Bengaluru,Karnataka,46409,3768,382,Grocery,yasmin.sule@renusharmafoundation.org
2021-11-01,Bengaluru,Karnataka,79339,5352,131,Clothing,ivan.kale@renusharmafoundation.org
2023-12-01,Jaipur,Rajasthan,40216,3639,441,Books,ayesha.walia@gmail.com
2021-04-01,Jaipur,Rajasthan,53224,6928,300,Grocery,aniruddh.karan@gmail.com
2021-07-01,Lucknow,Uttar Pradesh,62665,6933,93,Grocery,rati.mander@yahoo.com
2022-06-01,Mumbai,Maharashtra,62953,4073,149,Clothing,ivana.sant@gmail.com
